project,file_path,language,dataset_type,loc_total,loc_blank,loc_comments,loc_code_and_comment,loc_executable,halstead_n1,halstead_n2,halstead_N1,halstead_N2,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,wmc,dit,noc,cbo,rfc,lcom,cyclomatic_complexity,essential_complexity,design_complexity,num_methods,num_fields,num_classes,num_interfaces,branch_count,call_pairs,condition_count,normalized_cyclomatic_complexity,percent_comments,maintainability_index,edge_count,node_count,unique_operands,unique_operators,total_operands,total_operators,parameter_count,max_nested_blocks,defects,average_token_count,max_complexity
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\DruidPooledStatement.java,java,promise_professional,696,176,1,696,637,52,1569,3139,3139,1621,6278,69058,52.016571064372215,3592160.364563416,0,0,0,0,0,0,2.566666666666667,1,60,60,0,1,0,94,3139,154,0.003687739463601533,0,0,154,60,1569,52,3139,3139,35,56,0,52.31666666666667,16
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\DruidStatementConnection.java,java,promise_professional,255,61,0,255,178,44,501,1003,1003,545,2006,20060,44.0439121756487,883520.8782435129,0,0,0,0,0,0,1.0,1,57,57,0,1,0,0,1003,57,0.00392156862745098,0,0,57,57,501,44,1003,1003,54,4,0,17.596491228070175,1
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ExceptionSorter.java,java,promise_professional,7,4,0,7,0,1,1,0,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,57.60000000000001,0,0,1,1,0,0,0,0,0,0,0
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\GetConnectionTimeoutException.java,java,promise_professional,11,6,0,11,6,1,14,29,29,15,58,232,1.0357142857142858,240.2857142857143,0,0,0,0,0,0,1.0,1,2,2,0,1,0,0,29,2,0.09090909090909091,0,0,2,2,14,1,29,29,3,3,0,14.5,1
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\JDBC4ValidConnectionChecker.java,java,promise_professional,16,4,0,16,9,2,28,56,56,30,112,560,2.0,1120.0,0,0,0,0,0,0,1.5,1,2,2,0,1,0,1,56,3,0.09375,0,0,3,2,28,2,56,56,4,7,0,28.0,2
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ManagedDataSource.java,java,promise_professional,9,6,0,9,0,1,1,0,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,25.200000000000017,0,0,1,1,0,0,0,0,0,0,0
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\PoolableWrapper.java,java,promise_professional,65,20,2,65,54,3,144,288,288,147,576,4608,3.0,13824.0,0,0,0,0,0,0,6.333333333333333,3,3,3,0,1,0,16,288,19,0.09743589743589744,0,0,19,3,144,3,288,288,3,26,0,96.0,9
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\PreparedStatementHolder.java,java,promise_professional,68,26,0,68,54,17,93,187,187,110,374,2618,17.091397849462364,44745.27956989247,0,0,0,0,0,0,1.0588235294117647,1,17,17,0,1,0,1,187,18,0.015570934256055364,0,0,18,17,93,17,187,187,7,5,0,11.0,2
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\PreparedStatementPool.java,java,promise_professional,150,35,0,150,126,10,374,749,749,384,1498,13482,10.01336898395722,135000.24064171122,0,0,0,0,0,0,3.3,1,10,10,0,1,0,23,749,33,0.022,0,0,33,10,374,10,749,749,7,41,0,74.9,10
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ValidConnectionChecker.java,java,promise_professional,7,4,0,7,0,1,1,0,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,57.60000000000001,0,0,1,1,0,0,0,0,0,0,0
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ValidConnectionCheckerAdapter.java,java,promise_professional,55,8,1,55,43,3,115,231,231,118,462,3234,3.0130434782608697,9744.182608695653,0,0,0,0,0,0,3.3333333333333335,1,3,3,0,1,0,7,231,10,0.06060606060606061,0,0,10,3,115,3,231,231,7,35,0,77.0,7
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\WrapperAdapter.java,java,promise_professional,21,9,0,21,14,3,33,66,66,36,132,792,3.0,2376.0,0,0,0,0,0,0,2.0,1,3,3,0,1,0,3,66,6,0.09523809523809523,0,0,6,3,33,3,66,66,2,9,0,22.0,3
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\DataSourceCreator.java,java,promise_professional,44,15,0,44,39,1,191,383,383,192,766,6128,1.0026178010471205,6144.041884816755,0,0,0,0,0,0,1.0,1,1,1,0,1,0,0,383,1,0.022727272727272728,0,0,1,1,191,1,383,383,5,39,0,383.0,1
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\HighAvailableDataSource.java,java,promise_professional,424,108,7,424,349,85,752,1504,1504,837,3008,30080,85.0,2556800.0,0,0,0,0,0,0,1.3255813953488371,1,86,86,0,1,0,28,1504,114,0.0031263712154453705,0,0,114,86,752,85,1504,1504,43,23,0,17.488372093023255,8
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\PropertiesUtils.java,java,promise_professional,77,10,0,77,67,3,203,407,407,206,814,6512,3.0073891625615765,19584.118226600986,0,0,0,0,0,0,7.333333333333333,3,3,3,0,1,0,19,407,22,0.09523809523809523,0,0,22,3,203,3,407,407,5,38,0,135.66666666666666,9
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\node\FileNodeListener.java,java,promise_professional,105,13,0,105,85,8,248,496,496,256,992,8928,8.0,71424.0,0,0,0,0,0,0,3.25,1,8,8,0,1,0,18,496,26,0.030952380952380953,0,0,26,8,248,8,496,496,2,36,0,62.0,12
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\node\NodeEvent.java,java,promise_professional,88,20,0,88,75,13,239,478,478,252,956,7648,13.0,99424.0,0,0,0,0,0,0,1.7692307692307692,1,13,13,0,1,0,10,478,23,0.020104895104895104,0,0,23,13,239,13,478,478,10,20,0,36.76923076923077,9
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\node\NodeEventTypeEnum.java,java,promise_professional,4,2,0,4,0,1,1,0,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,106.2,0,0,1,1,0,0,0,0,0,0,0
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\node\NodeListener.java,java,promise_professional,58,18,0,58,44,10,108,217,217,118,434,3038,10.046296296296296,30520.648148148146,0,0,0,0,0,0,1.3636363636363635,1,11,11,0,1,0,4,217,15,0.023510971786833854,0,0,15,11,108,10,217,217,5,11,0,19.727272727272727,4
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\node\PoolUpdater.java,java,promise_professional,214,28,0,214,188,18,526,1053,1053,544,2106,21060,18.017110266159698,379440.3422053232,0,0,0,0,0,0,2.9444444444444446,1,18,18,0,1,0,35,1053,53,0.013759086188992731,0,0,53,18,526,18,1053,1053,10,42,0,58.5,9
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\node\ZookeeperNodeInfo.java,java,promise_professional,50,14,0,50,41,12,82,165,165,94,330,2310,12.073170731707316,27889.0243902439,0,0,0,0,0,0,1.25,1,12,12,0,1,0,3,165,15,0.025,0,0,15,12,82,12,165,165,6,8,0,13.75,4
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\node\ZookeeperNodeListener.java,java,promise_professional,240,23,6,240,208,19,647,1294,1294,666,2588,25880,19.0,491720.0,0,0,0,0,0,0,2.6842105263157894,1,19,19,0,1,0,32,1294,51,0.01118421052631579,0,0,51,19,647,19,1294,1294,11,25,0,68.10526315789474,5
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\node\ZookeeperNodeRegister.java,java,promise_professional,124,16,0,124,102,12,299,598,598,311,1196,10764,12.0,129168.0,0,0,0,0,0,0,2.4166666666666665,1,12,12,0,1,0,17,598,29,0.019489247311827957,0,0,29,12,299,12,598,598,6,27,0,49.833333333333336,8
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\selector\DataSourceSelector.java,java,promise_professional,9,7,0,9,0,1,1,0,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,25.200000000000017,0,0,1,1,0,0,0,0,0,0,0
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\selector\DataSourceSelectorEnum.java,java,promise_professional,35,9,0,35,23,4,56,113,113,60,226,1356,4.035714285714286,5472.428571428572,0,0,0,0,0,0,1.5,1,4,4,0,1,0,2,113,6,0.04285714285714286,0,0,6,4,56,4,113,113,3,13,0,28.25,3
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\selector\DataSourceSelectorFactory.java,java,promise_professional,12,3,0,12,8,1,24,49,49,25,98,490,1.0208333333333333,500.2083333333333,0,0,0,0,0,0,3.0,1,1,1,0,1,0,2,49,3,0.25,0,0,3,1,24,1,49,49,2,8,0,49.0,3
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\selector\NamedDataSourceSelector.java,java,promise_professional,63,16,0,63,48,10,112,224,224,122,448,3136,10.0,31360.0,0,0,0,0,0,0,1.7,1,10,10,0,1,0,7,224,17,0.026984126984126982,0,0,17,10,112,10,224,224,3,23,0,22.4,8
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\selector\RandomDataSourceRecoverThread.java,java,promise_professional,88,17,2,88,73,11,179,359,359,190,718,5744,11.03072625698324,63360.49162011173,0,0,0,0,0,0,2.1818181818181817,1,11,11,0,1,0,13,359,24,0.024793388429752063,0,0,24,11,179,11,359,359,5,18,0,32.63636363636363,8
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\selector\RandomDataSourceSelector.java,java,promise_professional,228,42,1,228,196,31,543,1087,1087,574,2174,21740,31.028545119705342,674560.5709023941,0,0,0,0,0,0,2.096774193548387,1,31,31,0,1,0,34,1087,65,0.00919637804187889,0,0,65,31,543,31,1087,1087,16,27,0,35.064516129032256,7
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\selector\RandomDataSourceValidateFilter.java,java,promise_professional,27,7,0,27,19,5,55,111,111,60,222,1332,5.045454545454546,6720.545454545455,0,0,0,0,0,0,1.2,1,5,5,0,1,0,1,111,6,0.044444444444444446,0,0,6,5,55,5,111,111,12,7,0,22.2,2
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\selector\RandomDataSourceValidateThread.java,java,promise_professional,253,36,2,253,224,19,722,1445,1445,741,2890,28900,19.013157894736842,549480.2631578947,0,0,0,0,0,0,3.789473684210526,1,19,19,0,1,0,53,1445,72,0.01497815685458706,0,0,72,19,722,19,1445,1445,10,50,0,76.05263157894737,11
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\selector\StickyDataSourceHolder.java,java,promise_professional,26,10,0,26,20,6,37,74,74,43,148,888,6.0,5328.0,0,0,0,0,0,0,1.1428571428571428,1,7,7,0,1,0,1,74,8,0.04395604395604395,0,0,8,7,37,6,74,74,3,3,0,10.571428571428571,2
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\ha\selector\StickyRandomDataSourceSelector.java,java,promise_professional,58,14,0,58,45,8,154,309,309,162,618,4944,8.025974025974026,39680.41558441558,0,0,0,0,0,0,2.25,1,8,8,0,1,0,10,309,18,0.03879310344827586,0,0,18,8,154,8,309,309,5,15,0,38.625,5
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\vendor\AbstractOracleExceptionSorter.java,java,promise_professional,31,5,0,31,19,1,54,108,108,55,216,1296,1.0,1296.0,0,0,0,0,0,0,7.0,3,1,1,0,1,0,6,108,7,0.22580645161290322,0,0,7,1,54,1,108,108,1,19,0,108.0,7
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\vendor\DB2ExceptionSorter.java,java,promise_professional,35,8,1,35,26,2,54,109,109,56,218,1308,2.0185185185185186,2640.222222222222,0,0,0,0,0,0,6.5,3,2,2,0,1,0,11,109,13,0.18571428571428572,0,0,13,2,54,2,109,109,2,24,0,54.5,12
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\vendor\InformixExceptionSorter.java,java,promise_professional,37,10,0,37,28,2,54,109,109,56,218,1308,2.0185185185185186,2640.222222222222,0,0,0,0,0,0,10.0,5,2,2,0,1,0,18,109,20,0.2702702702702703,0,0,20,2,54,2,109,109,2,26,0,54.5,19
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\vendor\MockExceptionSorter.java,java,promise_professional,17,7,0,17,8,3,13,27,27,16,54,270,3.1153846153846154,841.1538461538462,0,0,0,0,0,0,1.0,1,3,3,0,1,0,0,27,3,0.058823529411764705,0,0,3,3,13,3,27,27,2,3,0,9.0,1
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\vendor\MSSQLValidConnectionChecker.java,java,promise_professional,23,9,0,23,13,2,30,61,61,32,122,732,2.033333333333333,1488.3999999999999,0,0,0,0,0,0,2.0,1,2,2,0,1,0,2,61,4,0.08695652173913043,0,0,4,2,30,2,61,61,3,11,0,30.5,3
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\vendor\MySqlExceptionSorter.java,java,promise_professional,79,20,6,79,69,2,176,353,353,178,706,5648,2.0056818181818183,11328.09090909091,0,0,0,0,0,0,20.0,10,2,2,0,1,0,38,353,40,0.25316455696202533,0,0,40,2,176,2,353,353,2,67,0,176.5,39
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\vendor\MySqlValidConnectionChecker.java,java,promise_professional,48,15,0,48,31,5,76,152,152,81,304,2128,5.0,10640.0,0,0,0,0,0,0,2.2,1,5,5,0,1,0,6,152,11,0.04583333333333334,0,0,11,5,76,5,152,152,5,11,0,30.4,4
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\vendor\NullExceptionSorter.java,java,promise_professional,16,7,0,16,8,3,12,25,25,15,50,200,3.125,625.0,0,0,0,0,0,0,1.0,1,3,3,0,1,0,0,25,3,0.0625,0,0,3,3,12,3,25,25,2,3,0,8.333333333333334,1
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\vendor\OceanBaseOracleExceptionSorter.java,java,promise_professional,104,8,7,104,95,4,210,421,421,214,842,6736,4.0095238095238095,27008.152380952382,0,0,0,0,0,0,17.5,8,4,4,0,1,0,66,421,70,0.16826923076923078,0,0,70,4,210,4,421,421,2,86,0,105.25,67
GitIntel,GitIntelProject\repo\druid\core\src\main\java\com\alibaba\druid\pool\vendor\OceanBaseValidConnectionChecker.java,java,promise_professional,34,9,0,34,23,2,58,116,116,60,232,1392,2.0,2784.0,0,0,0,0,0,0,2.0,1,3,3,0,1,0,3,116,6,0.058823529411764705,0,0,6,3,58,2,116,116,4,15,0,38.666666666666664,4
