file,filename,num_authors,num_commits,code_age,change_frequency,churn,additions,deletions,changes,wmc,dit,noc,cbo,rfc,lcom,cyclomatic_complexity,cognitive_complexity,essential_complexity,max_nesting_depth,afferent_coupling,efferent_coupling,instability,abstractness,bug_density,num_bugs,vulnerabilities,has_defect,halstead_volume,halstead_difficulty,halstead_effort,halstead_time,halstead_bugs,defect_type,severity,priority,kloc,loc,soc,cloc,bloc,maintainability_index,technical_debt,code_smells,npm,nprm,npa,npra,fanin,fanout,noi,nop,pre_release_bugs,post_release_bugs,bug_fix_time,revision_count,loc_added,loc_deleted,duplication,test_coverage,documentation,comment_ratio,num_files,num_classes,num_methods,num_statements
core/src/main/java/com/alibaba/druid/pool/DruidAbstractDataSource.java,DruidAbstractDataSource.java,1,1,149,20.72,2388,2388,0,110,171,186,185,199,222,85.83,100,150,236,9,219,226,96.34,96.66,80.3,86,180,True,66.34,91.07,61.29,97.86,58.48,low,high,medium,1.856,1856,1856,99,433,98.38,63.82,1,107,237,1,106,66,85,219,195,35,49,11.33,31,27.76,64.06,52.71,77.71,52.39,13.63,221,3,245,204
core/src/main/java/com/alibaba/druid/pool/DruidAbstractDataSourceMBean.java,DruidAbstractDataSourceMBean.java,1,1,12,45.42,175,175,0,3,8,0,8,5,6,27.67,4,4,0,1,14,16,43.44,70.65,33.97,13,8,True,26.49,40.18,43.91,67.21,53.65,medium,low,high,0.082,82,82,15,78,16.03,51.08,17,17,4,7,2,2,17,6,5,3,11,26.32,10,86.35,50.55,20.3,89.88,38.78,60.45,0,0,0,7
core/src/main/java/com/alibaba/druid/pool/DruidConnectionHolder.java,DruidConnectionHolder.java,1,1,27,40.34,476,476,0,23,0,45,27,25,42,5.1,51,27,41,6,15,18,28.02,51.91,92.37,28,13,False,68.29,46.9,28.66,49.56,43.52,medium,medium,low,0.374,374,374,24,78,95.5,83.43,33,30,12,25,26,35,19,40,12,33,47,29.99,11,17.71,82.81,35.38,24.54,37.23,34.56,35,1,37,7
core/src/main/java/com/alibaba/druid/pool/DruidDataSource.java,DruidDataSource.java,1,1,149,72.97,3984,3984,0,128,300,213,110,228,172,36.45,100,34,361,10,318,126,78.15,10.76,85.22,228,76,True,95.86,93.56,46.86,98.61,55.62,medium,high,low,3.236,3236,3236,115,633,64.44,92.55,95,297,299,120,66,18,381,218,227,328,78,68.4,131,96.82,81.74,76.28,57.85,21.58,68.15,185,6,139,110
core/src/main/java/com/alibaba/druid/pool/DruidDataSourceC3P0Adapter.java,DruidDataSourceC3P0Adapter.java,1,1,4,78.45,489,489,0,29,1,17,31,40,1,16.79,27,16,40,3,12,46,21.85,12.57,32.77,11,40,True,70.94,68.49,5.78,76.34,70.17,medium,high,high,0.359,359,359,18,112,11.55,74.52,41,9,37,37,0,31,6,26,48,23,23,77.38,16,34.58,0.32,89.93,0.39,17.07,36.9,31,1,97,14
core/src/main/java/com/alibaba/druid/pool/DruidDataSourceC3P0AdapterMBean.java,DruidDataSourceC3P0AdapterMBean.java,1,1,5,54.38,70,70,0,3,0,2,2,4,6,50.98,3,4,1,1,3,5,43.13,25.3,25.14,7,3,True,15.57,60.21,3.07,40.44,6.25,low,low,medium,0.028,28,28,16,26,21.24,14.82,1,1,7,6,4,5,2,6,3,3,5,5.72,1,35.14,52.12,46.26,9.86,11.85,46.79,2,0,0,6
core/src/main/java/com/alibaba/druid/pool/DruidDataSourceFactory.java,DruidDataSourceFactory.java,1,1,7,30.63,413,413,0,0,21,1,7,6,13,47.23,80,5,30,6,34,13,27.77,65.56,5.25,1,15,True,26.63,58.58,14.02,77.29,17.02,low,medium,high,0.342,342,342,17,54,14.22,10.77,24,23,27,36,30,11,16,20,22,7,2,44.49,28,8.07,65.09,74.45,34.51,16.41,67.83,38,2,2,25
core/src/main/java/com/alibaba/druid/pool/DruidDataSourceMBean.java,DruidDataSourceMBean.java,1,1,4,68.49,92,92,0,0,9,7,0,0,3,67.46,3,0,8,1,0,5,57.79,60.0,22.23,4,6,True,1.52,57.59,71.29,13.34,84.24,low,low,high,0.039,39,39,18,35,66.77,18.58,0,7,9,9,3,4,9,2,1,3,6,35.55,6,84.52,84.43,80.23,38.33,46.13,4.72,2,0,0,8
core/src/main/java/com/alibaba/druid/pool/DruidDataSourceStatLogger.java,DruidDataSourceStatLogger.java,1,1,1,10.66,38,38,0,0,3,1,2,2,0,12.7,4,3,1,1,0,0,21.4,17.36,4.31,0,1,True,12.81,24.2,1.07,29.57,35.06,low,medium,high,0.009,9,9,23,6,6.2,16.88,1,3,0,0,3,0,1,3,1,1,0,11.53,3,35.93,14.44,2.99,21.59,17.29,1.52,2,0,0,0
core/src/main/java/com/alibaba/druid/pool/DruidDataSourceStatLoggerAdapter.java,DruidDataSourceStatLoggerAdapter.java,1,1,4,38.09,43,43,0,1,0,4,1,1,4,2.54,3,3,4,1,0,4,42.8,22.03,28.4,0,2,False,33.06,31.3,30.18,22.58,14.77,low,medium,low,0.017,17,17,19,7,27.77,10.06,2,2,3,4,2,0,4,1,1,0,0,15.85,0,35.0,7.77,33.62,35.36,5.67,36.46,0,1,4,2
core/src/main/java/com/alibaba/druid/pool/DruidDataSourceStatLoggerImpl.java,DruidDataSourceStatLoggerImpl.java,1,1,23,32.59,249,249,0,24,21,11,16,6,7,77.99,40,1,19,5,10,7,95.95,66.42,90.73,24,8,True,88.58,67.7,17.5,89.24,38.34,medium,low,high,0.176,176,176,22,51,52.82,23.94,16,20,17,1,13,6,4,19,23,21,6,20.85,10,28.79,29.53,80.9,96.5,91.17,23.37,16,1,7,9
core/src/main/java/com/alibaba/druid/pool/DruidDataSourceStatValue.java,DruidDataSourceStatValue.java,1,1,54,52.01,576,576,0,41,19,22,47,3,18,24.67,5,7,53,4,51,30,45.77,23.3,52.38,54,0,False,77.1,94.64,36.41,14.69,39.25,low,low,low,0.425,425,425,16,135,41.77,94.36,40,31,6,32,38,28,30,12,46,48,24,12.99,14,12.89,87.46,35.4,40.31,77.6,22.46,0,1,97,12
core/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java,DruidPooledCallableStatement.java,1,1,103,32.39,1078,1078,0,48,74,80,23,85,9,79.35,100,55,76,10,58,99,61.86,68.58,67.63,92,50,False,91.98,95.49,93.09,93.68,12.6,high,medium,high,0.936,936,936,18,124,66.16,44.37,13,5,36,31,3,25,52,80,35,60,13,44.85,3,75.98,12.65,69.19,90.05,20.64,10.79,21,1,93,78
core/src/main/java/com/alibaba/druid/pool/DruidPooledConnection.java,DruidPooledConnection.java,1,1,8,36.84,1298,1298,0,39,93,21,1,91,29,27.12,100,68,43,11,63,111,80.12,94.46,33.53,41,5,False,61.18,14.32,31.85,63.94,66.01,medium,low,high,0.985,985,985,40,273,13.02,16.29,56,105,31,7,0,111,71,121,58,2,112,51.95,104,71.64,39.71,92.74,24.57,58.92,64.98,57,1,88,114
core/src/main/java/com/alibaba/druid/pool/DruidPooledPreparedStatement.java,DruidPooledPreparedStatement.java,1,1,46,9.87,1077,1077,0,8,81,15,105,26,75,86.14,100,65,72,10,57,16,33.09,28.34,57.83,14,99,True,1.97,33.44,70.09,14.09,8.12,low,medium,low,0.854,854,854,20,203,77.39,9.81,15,52,54,96,8,44,46,107,104,14,58,14.18,42,94.57,54.18,94.52,0.32,33.73,28.64,8,2,76,51
core/src/main/java/com/alibaba/druid/pool/DruidPooledResultSet.java,DruidPooledResultSet.java,1,1,146,30.88,1770,1770,0,155,14,8,123,102,131,51.03,100,5,15,5,123,146,32.3,34.24,4.32,105,105,False,39.99,73.74,75.17,83.05,62.78,low,medium,medium,1.551,1551,1551,18,201,36.25,60.68,105,95,174,76,94,33,116,70,22,38,35,24.97,33,88.11,37.87,27.81,50.0,31.53,45.68,124,1,165,26
core/src/main/java/com/alibaba/druid/pool/DruidPooledStatement.java,DruidPooledStatement.java,1,1,65,61.3,890,890,0,49,77,57,24,89,7,59.84,100,83,53,5,88,82,67.49,25.98,81.1,42,49,False,80.13,25.44,98.16,83.36,98.92,low,medium,high,0.696,696,696,19,175,85.54,39.92,18,68,20,87,86,84,52,67,27,74,86,92.82,81,37.05,28.14,59.22,90.48,77.54,95.85,66,1,25,44
core/src/main/java/com/alibaba/druid/pool/DruidStatementConnection.java,DruidStatementConnection.java,1,1,17,25.89,333,333,0,11,11,6,1,27,21,44.62,10,18,27,3,3,12,43.55,28.98,39.34,17,4,True,39.55,94.59,3.03,4.39,43.66,high,high,medium,0.255,255,255,18,60,15.59,95.05,7,24,7,7,13,23,26,12,2,33,28,57.7,4,40.14,21.73,44.45,62.9,8.02,54.9,18,1,54,10
core/src/main/java/com/alibaba/druid/pool/ExceptionSorter.java,ExceptionSorter.java,1,1,1,1.6,34,34,0,0,1,2,2,3,3,23.13,5,1,0,1,2,3,13.54,21.9,18.35,3,0,True,20.55,6.51,24.09,22.6,17.49,medium,high,medium,0.007,7,7,24,3,21.95,3.14,1,3,0,2,2,0,1,0,3,2,0,20.2,3,24.41,9.98,17.22,29.34,28.65,22.8,3,0,0,2
core/src/main/java/com/alibaba/druid/pool/GetConnectionTimeoutException.java,GetConnectionTimeoutException.java,1,1,2,12.13,31,31,0,2,3,3,3,1,3,25.27,3,2,1,2,1,0,19.44,13.74,27.93,2,2,True,23.19,18.16,2.22,17.01,15.96,high,medium,medium,0.011,11,11,15,5,13.34,24.94,0,0,2,2,2,0,3,3,0,2,1,22.04,1,2.7,3.82,6.5,11.64,14.24,30.59,3,1,0,1
core/src/main/java/com/alibaba/druid/pool/JDBC4ValidConnectionChecker.java,JDBC4ValidConnectionChecker.java,1,1,0,16.68,41,41,0,3,0,4,1,2,1,25.86,5,3,4,3,3,3,35.93,1.11,8.95,4,3,False,2.06,13.79,6.35,18.38,10.98,low,high,high,0.016,16,16,22,3,2.69,28.18,0,4,2,0,3,2,3,4,2,3,3,28.31,1,35.81,22.32,32.82,21.07,28.13,21.22,3,1,2,1
core/src/main/java/com/alibaba/druid/pool/ManagedDataSource.java,ManagedDataSource.java,1,1,2,17.52,29,29,0,2,0,0,1,1,2,19.67,3,2,2,1,2,0,15.7,7.02,9.15,1,2,True,15.01,28.88,4.56,10.28,19.04,low,high,low,0.009,9,9,15,5,27.38,26.8,0,1,2,2,1,0,2,2,1,1,1,21.95,2,13.66,28.02,19.49,17.4,1.86,2.43,2,0,0,0
core/src/main/java/com/alibaba/druid/pool/PoolableWrapper.java,PoolableWrapper.java,1,1,9,29.18,104,104,0,8,0,1,5,9,4,0.22,34,10,9,4,3,8,46.3,63.51,16.79,8,10,False,27.56,33.06,22.19,23.71,35.75,low,medium,low,0.065,65,65,20,19,58.08,12.06,2,2,7,2,10,5,7,1,4,10,10,34.77,1,46.42,25.64,47.17,72.06,58.0,45.4,5,1,1,5
core/src/main/java/com/alibaba/druid/pool/PreparedStatementHolder.java,PreparedStatementHolder.java,1,1,5,16.51,111,111,0,2,8,5,11,1,8,0.81,4,5,9,3,2,9,39.7,55.91,56.79,1,11,True,32.09,98.94,54.04,60.77,60.25,medium,medium,medium,0.068,68,68,18,25,44.9,80.27,2,8,2,5,8,5,5,4,6,9,1,52.21,4,30.08,84.41,80.03,87.04,69.18,42.63,1,1,16,6
core/src/main/java/com/alibaba/druid/pool/PreparedStatementPool.java,PreparedStatementPool.java,1,1,11,23.43,202,202,0,7,5,9,7,9,13,90.3,42,17,7,7,0,9,76.02,89.4,46.91,10,1,True,71.79,1.62,36.75,89.02,30.99,medium,high,high,0.15,150,150,18,34,9.94,81.5,0,12,0,19,3,4,16,9,17,0,9,71.87,11,47.43,72.1,94.94,63.03,13.36,96.15,3,2,7,6
core/src/main/java/com/alibaba/druid/pool/ValidConnectionChecker.java,ValidConnectionChecker.java,1,1,2,16.48,29,29,0,2,0,0,1,1,2,26.09,4,2,2,1,2,2,0.05,3.51,18.49,0,0,True,20.76,16.17,16.75,22.66,11.22,low,medium,high,0.007,7,7,19,3,23.01,17.27,0,1,0,2,2,0,0,0,2,0,1,4.59,2,22.44,22.79,14.39,0.31,24.4,2.64,1,0,0,2
core/src/main/java/com/alibaba/druid/pool/ValidConnectionCheckerAdapter.java,ValidConnectionCheckerAdapter.java,1,1,7,11.68,82,82,0,5,3,0,7,2,6,44.61,14,0,5,4,6,4,5.77,60.75,32.17,7,2,False,42.3,54.83,11.7,48.09,79.45,medium,medium,high,0.055,55,55,20,7,28.75,34.9,4,0,0,2,6,4,8,0,4,5,3,73.13,0,81.12,9.11,62.42,59.49,53.61,42.53,2,1,2,5
core/src/main/java/com/alibaba/druid/pool/WrapperAdapter.java,WrapperAdapter.java,1,1,0,20.64,44,44,0,0,1,0,3,3,2,24.39,13,4,0,3,1,1,35.36,0.27,0.17,1,1,False,18.27,6.93,31.1,38.63,41.6,low,high,medium,0.021,21,21,15,8,13.94,26.88,1,2,4,2,2,4,3,0,3,3,4,20.51,2,39.52,15.76,16.86,29.25,32.4,34.61,2,1,1,1
core/src/main/java/com/alibaba/druid/pool/ha/DataSourceCreator.java,DataSourceCreator.java,1,1,6,13.19,78,78,0,0,3,7,0,7,6,34.3,3,3,6,10,6,5,29.51,66.76,37.82,6,4,False,60.11,21.73,5.57,66.83,65.42,high,high,low,0.044,44,44,20,14,70.59,35.59,1,5,0,5,3,2,0,6,1,6,3,51.6,5,67.54,70.53,51.06,40.2,15.27,67.93,1,2,0,6
core/src/main/java/com/alibaba/druid/pool/ha/HighAvailableDataSource.java,HighAvailableDataSource.java,1,1,32,75.53,558,558,0,35,12,40,54,35,4,67.3,40,6,17,5,53,9,34.45,85.57,47.22,13,3,False,39.91,50.19,97.18,10.03,65.7,high,medium,medium,0.424,424,424,27,107,6.23,8.33,35,39,45,54,2,23,28,48,29,12,15,46.66,47,19.8,90.84,48.91,32.75,81.87,81.76,30,2,83,47
core/src/main/java/com/alibaba/druid/pool/ha/PropertiesUtils.java,PropertiesUtils.java,1,1,3,40.25,112,112,0,11,10,4,5,8,4,32.31,29,0,4,5,0,7,68.46,64.45,51.51,3,5,False,74.32,33.08,44.37,87.52,7.41,low,high,medium,0.077,77,77,26,9,84.89,62.32,8,1,9,9,10,5,3,9,2,2,1,95.62,4,1.75,87.54,77.07,64.68,44.05,94.52,9,1,0,0
core/src/main/java/com/alibaba/druid/pool/ha/node/FileNodeListener.java,FileNodeListener.java,1,1,11,43.12,151,151,0,0,12,12,12,12,15,49.98,32,1,12,5,15,1,25.03,10.88,73.31,4,15,True,9.13,24.23,82.69,59.87,20.24,low,high,low,0.105,105,105,34,12,94.54,98.07,2,13,0,3,8,15,13,11,15,5,4,6.01,14,89.35,31.09,4.66,48.49,63.67,75.58,5,1,7,10
core/src/main/java/com/alibaba/druid/pool/ha/node/NodeEvent.java,NodeEvent.java,1,1,7,49.41,132,132,0,8,4,10,1,11,11,31.17,15,5,5,4,2,1,31.38,52.7,51.08,5,1,False,45.01,19.78,94.16,34.75,28.27,medium,medium,high,0.088,88,88,25,19,76.74,26.16,4,1,13,11,8,2,0,2,0,13,13,19.33,10,98.01,34.6,34.94,75.31,14.89,66.18,9,1,11,11
core/src/main/java/com/alibaba/druid/pool/ha/node/NodeEventTypeEnum.java,NodeEventTypeEnum.java,1,1,1,15.11,25,25,0,0,2,1,0,2,2,19.81,4,1,0,1,0,2,12.93,12.85,3.05,0,0,False,8.94,20.83,19.97,4.39,12.68,medium,medium,medium,0.004,4,4,20,1,14.72,17.53,1,2,0,2,1,2,2,2,2,0,0,9.51,0,21.76,10.01,19.33,21.55,0.0,16.19,0,0,0,1
core/src/main/java/com/alibaba/druid/pool/ha/node/NodeListener.java,NodeListener.java,1,1,2,59.79,116,116,0,8,3,10,5,0,3,8.42,11,5,1,4,8,4,30.08,44.79,23.29,7,0,False,32.12,60.35,38.77,35.5,54.67,high,low,low,0.058,58,58,41,17,52.03,42.86,10,10,3,9,6,11,6,10,0,5,5,50.42,1,39.85,68.95,15.43,31.87,97.78,23.23,2,2,11,5
core/src/main/java/com/alibaba/druid/pool/ha/node/PoolUpdater.java,PoolUpdater.java,1,1,25,28.42,270,270,0,6,8,12,27,17,15,80.92,54,17,27,9,14,26,12.72,7.23,94.39,16,0,False,51.31,30.7,59.16,17.04,72.04,low,medium,medium,0.214,214,214,29,27,52.03,76.55,20,18,7,24,17,17,2,9,11,13,4,62.81,22,27.88,77.73,25.05,3.36,12.6,93.55,25,1,16,21
core/src/main/java/com/alibaba/druid/pool/ha/node/ZookeeperNodeInfo.java,ZookeeperNodeInfo.java,1,1,3,5.28,89,89,0,2,6,8,6,6,4,73.67,7,1,3,4,7,4,80.74,62.61,34.74,2,5,False,0.45,30.11,41.23,38.72,83.62,high,low,high,0.05,50,50,26,13,78.27,1.91,7,0,4,6,6,5,7,3,8,4,7,5.64,5,33.91,82.32,23.52,54.48,86.28,5.16,8,1,12,1
core/src/main/java/com/alibaba/druid/pool/ha/node/ZookeeperNodeListener.java,ZookeeperNodeListener.java,1,1,2,69.59,327,327,0,15,15,32,9,22,21,83.43,57,12,8,7,23,21,27.06,56.19,44.03,13,8,False,90.05,87.34,93.96,4.06,34.96,high,high,high,0.24,240,240,65,22,19.99,11.84,24,7,2,3,6,12,3,24,28,19,3,97.51,5,39.55,7.01,88.69,96.38,83.77,30.08,23,1,18,9
core/src/main/java/com/alibaba/druid/pool/ha/node/ZookeeperNodeRegister.java,ZookeeperNodeRegister.java,1,1,13,51.74,179,179,0,4,2,1,1,8,6,97.54,34,0,4,5,5,3,53.92,84.34,55.2,7,5,True,47.68,25.07,82.51,26.66,45.9,high,medium,low,0.124,124,124,40,15,73.74,37.86,7,16,13,11,15,13,3,2,13,6,6,22.87,14,28.72,71.2,47.16,86.4,68.2,35.93,15,1,12,3
core/src/main/java/com/alibaba/druid/pool/ha/selector/DataSourceSelector.java,DataSourceSelector.java,1,1,4,5.25,53,53,0,4,0,5,5,4,3,7.99,5,5,1,1,1,1,29.98,21.76,52.95,3,5,True,4.05,28.13,7.47,12.0,0.45,medium,medium,high,0.009,9,9,38,6,31.85,29.66,4,3,5,3,5,1,4,5,0,1,4,12.5,3,41.32,3.04,25.29,23.13,39.69,49.87,0,0,0,5
core/src/main/java/com/alibaba/druid/pool/ha/selector/DataSourceSelectorEnum.java,DataSourceSelectorEnum.java,1,1,4,41.67,68,68,0,2,1,1,3,5,5,33.24,11,3,3,3,2,0,35.97,55.26,66.66,5,0,True,31.1,33.25,56.94,40.27,60.19,low,high,high,0.035,35,35,25,8,20.59,27.21,0,1,5,3,6,1,5,5,0,2,4,0.44,4,65.69,7.57,16.46,23.24,33.42,61.02,0,0,2,5
core/src/main/java/com/alibaba/druid/pool/ha/selector/DataSourceSelectorFactory.java,DataSourceSelectorFactory.java,1,1,3,32.93,39,39,0,0,0,0,3,3,0,29.43,7,2,0,4,2,0,23.42,31.37,37.5,2,0,True,36.06,38.44,21.34,35.55,2.17,high,medium,high,0.012,12,12,25,2,6.71,7.03,0,3,2,3,1,1,2,2,0,1,2,14.88,0,16.55,13.12,6.46,12.97,26.08,38.47,1,1,0,0
core/src/main/java/com/alibaba/druid/pool/ha/selector/NamedDataSourceSelector.java,NamedDataSourceSelector.java,1,1,3,7.06,98,98,0,1,4,8,8,8,8,56.46,11,3,0,4,4,6,42.32,87.76,2.36,8,3,True,44.77,16.91,91.17,84.72,31.23,medium,high,high,0.063,63,63,20,15,44.28,93.23,6,6,5,9,0,9,3,2,6,4,4,64.43,3,26.61,74.1,53.37,12.96,0.05,28.01,8,1,9,0
core/src/main/java/com/alibaba/druid/pool/ha/selector/RandomDataSourceRecoverThread.java,RandomDataSourceRecoverThread.java,1,1,12,12.73,126,126,0,0,5,7,7,6,6,28.93,27,8,9,6,3,4,67.58,45.21,4.04,11,8,True,26.2,3.53,47.37,31.06,58.52,high,low,low,0.088,88,88,22,16,48.68,87.06,0,8,8,0,7,8,9,7,12,3,12,40.01,7,7.51,45.41,58.81,0.12,85.02,72.62,6,1,10,2
core/src/main/java/com/alibaba/druid/pool/ha/selector/RandomDataSourceSelector.java,RandomDataSourceSelector.java,1,1,22,16.29,293,293,0,15,14,16,1,9,17,8.57,44,11,28,5,5,14,31.37,82.45,62.71,7,18,True,40.96,69.78,53.74,20.97,43.76,medium,low,low,0.228,228,228,24,41,76.93,90.63,28,26,26,11,10,3,6,13,6,27,25,47.63,4,48.92,40.27,45.62,97.59,99.79,65.03,29,1,26,9
core/src/main/java/com/alibaba/druid/pool/ha/selector/RandomDataSourceValidateFilter.java,RandomDataSourceValidateFilter.java,1,1,3,9.42,53,53,0,3,4,2,2,3,2,49.06,4,1,4,3,0,4,7.95,37.51,4.99,5,5,False,19.2,10.68,29.48,3.71,33.56,medium,medium,high,0.027,27,27,20,6,28.67,35.94,0,3,2,3,5,0,4,2,5,4,3,28.92,0,46.4,45.09,20.56,18.27,5.67,29.19,3,1,5,3
core/src/main/java/com/alibaba/druid/pool/ha/selector/RandomDataSourceValidateThread.java,RandomDataSourceValidateThread.java,1,1,19,12.09,314,314,0,17,12,28,20,2,31,99.46,74,10,3,7,30,0,99.72,71.56,97.11,14,25,False,76.04,83.7,74.91,0.64,67.26,medium,high,high,0.253,253,253,26,35,88.19,98.99,2,9,29,22,1,11,8,23,4,3,20,65.18,25,26.56,50.46,31.98,31.38,26.37,78.94,31,1,18,22
core/src/main/java/com/alibaba/druid/pool/ha/selector/StickyDataSourceHolder.java,StickyDataSourceHolder.java,1,1,2,10.54,55,55,0,4,4,1,5,0,1,40.99,4,0,0,2,0,4,44.7,1.0,11.76,0,2,False,32.96,13.23,47.88,35.47,26.15,medium,low,medium,0.026,26,26,20,9,30.54,15.56,3,3,3,5,5,0,2,2,1,3,4,49.79,1,52.22,43.68,22.27,48.02,0.85,14.59,5,2,5,3
core/src/main/java/com/alibaba/druid/pool/ha/selector/StickyRandomDataSourceSelector.java,StickyRandomDataSourceSelector.java,1,1,3,60.53,93,93,0,9,5,4,3,3,7,11.09,14,2,0,4,2,3,86.12,7.62,70.87,1,0,True,64.64,48.63,38.11,7.71,54.81,high,high,high,0.058,58,58,22,13,91.15,39.5,4,3,0,6,7,5,9,4,9,4,6,32.0,8,36.6,29.02,81.57,35.96,80.76,23.19,7,1,7,5
core/src/main/java/com/alibaba/druid/pool/vendor/AbstractOracleExceptionSorter.java,AbstractOracleExceptionSorter.java,1,1,3,11.72,38,38,0,3,1,2,0,2,1,5.47,8,2,2,6,0,1,33.74,6.36,22.64,1,3,False,19.24,22.2,37.49,13.83,12.31,high,low,medium,0.031,31,31,3,4,6.35,35.02,3,0,0,2,0,2,2,1,1,3,2,17.46,2,30.05,11.03,18.01,22.47,11.03,32.29,1,1,1,0
core/src/main/java/com/alibaba/druid/pool/vendor/DB2ExceptionSorter.java,DB2ExceptionSorter.java,1,1,5,35.2,58,58,0,2,3,0,4,5,4,49.54,14,5,2,4,1,3,27.95,40.66,36.06,4,5,False,48.79,8.65,53.22,5.19,43.88,high,high,high,0.035,35,35,16,7,49.04,49.98,2,0,5,5,5,3,4,3,3,4,5,44.88,1,39.9,41.35,34.37,6.13,0.32,25.41,0,1,2,5
core/src/main/java/com/alibaba/druid/pool/vendor/InformixExceptionSorter.java,InformixExceptionSorter.java,1,1,2,10.81,61,61,0,3,6,3,1,2,4,11.78,24,5,0,4,6,3,54.84,41.63,34.87,1,6,True,47.18,40.49,8.23,13.99,3.57,medium,medium,high,0.037,37,37,15,9,12.92,29.05,2,5,4,2,0,3,4,0,3,4,3,44.4,5,52.71,56.37,22.41,32.88,3.87,1.54,4,1,2,6
core/src/main/java/com/alibaba/druid/pool/vendor/MSSQLValidConnectionChecker.java,MSSQLValidConnectionChecker.java,1,1,3,40.88,49,49,0,0,3,4,3,4,0,43.11,5,4,4,9,0,1,13.35,2.19,25.8,2,1,True,46.08,18.78,19.6,30.04,27.98,high,medium,high,0.023,23,23,18,8,4.87,8.58,1,4,0,4,4,1,3,4,3,4,0,33.37,2,34.99,32.75,10.45,29.1,30.42,7.7,3,1,1,4
core/src/main/java/com/alibaba/druid/pool/vendor/MockExceptionSorter.java,MockExceptionSorter.java,1,1,0,16.67,38,38,0,3,3,2,0,0,3,16.98,3,1,0,2,1,0,32.15,28.06,30.19,3,3,False,16.37,22.65,3.37,12.26,10.15,low,medium,low,0.017,17,17,15,6,27.0,6.98,2,1,0,0,2,2,1,3,2,1,2,31.8,0,34.39,3.79,20.97,8.87,7.03,35.13,2,1,2,1
core/src/main/java/com/alibaba/druid/pool/vendor/MySqlExceptionSorter.java,MySqlExceptionSorter.java,1,1,7,73.13,119,119,0,7,1,2,11,10,11,60.69,43,10,2,5,6,7,0.54,0.16,23.0,7,0,True,63.22,4.25,16.1,15.92,60.25,high,high,medium,0.079,79,79,21,19,71.51,43.09,7,9,2,2,10,8,5,1,2,8,1,86.19,0,95.39,79.83,92.9,55.15,74.74,1.3,11,1,2,11
core/src/main/java/com/alibaba/druid/pool/vendor/MySqlValidConnectionChecker.java,MySqlValidConnectionChecker.java,1,1,1,54.37,86,86,0,2,8,0,5,6,0,0.52,12,1,0,9,8,8,2.8,4.73,30.12,1,0,False,31.66,14.27,1.82,31.67,37.13,low,medium,high,0.048,48,48,24,14,74.56,70.02,8,5,3,8,6,5,7,3,7,0,5,59.88,5,59.21,47.03,84.81,28.04,78.42,72.22,0,1,4,1
core/src/main/java/com/alibaba/druid/pool/vendor/NullExceptionSorter.java,NullExceptionSorter.java,1,1,2,5.99,37,37,0,1,3,3,2,3,0,33.19,3,2,3,2,1,1,10.37,36.0,9.49,1,3,True,2.23,32.53,21.37,34.21,20.37,low,high,low,0.016,16,16,15,6,32.82,10.04,0,1,1,2,2,1,3,2,2,3,1,32.65,2,8.43,7.51,16.8,16.87,5.44,10.3,2,1,2,2
core/src/main/java/com/alibaba/druid/pool/vendor/OceanBaseOracleExceptionSorter.java,OceanBaseOracleExceptionSorter.java,1,1,7,72.5,118,118,0,10,5,3,1,0,9,73.31,81,10,6,5,3,2,9.75,51.83,31.56,2,1,True,84.71,72.03,34.12,75.76,9.16,low,low,low,0.104,104,104,7,7,44.11,31.08,2,11,2,10,11,8,10,3,9,1,11,7.68,8,1.22,73.54,91.44,36.71,33.47,78.09,7,1,2,8
core/src/main/java/com/alibaba/druid/pool/vendor/OceanBaseValidConnectionChecker.java,OceanBaseValidConnectionChecker.java,1,1,0,33.21,64,64,0,3,0,5,4,4,6,36.26,9,1,4,9,3,0,40.84,20.21,23.36,6,4,True,30.08,0.79,18.14,12.22,17.18,medium,low,low,0.034,34,34,22,8,12.54,52.58,0,4,3,2,3,1,0,6,3,2,0,41.87,0,54.76,20.68,17.22,22.4,50.19,40.38,4,1,1,1
core/src/main/java/com/alibaba/druid/pool/vendor/OracleExceptionSorter.java,OracleExceptionSorter.java,1,1,3,30.97,133,133,0,9,1,5,7,12,8,84.58,77,9,2,5,13,0,82.68,85.37,54.48,8,11,True,23.51,80.87,43.03,27.21,22.45,high,low,medium,0.092,92,92,24,17,18.78,15.64,7,6,13,7,12,4,13,8,11,6,1,23.57,1,33.9,71.42,85.97,79.34,42.3,73.36,4,1,2,6
core/src/main/java/com/alibaba/druid/pool/vendor/OracleValidConnectionChecker.java,OracleValidConnectionChecker.java,1,1,3,63.37,69,69,0,5,2,6,6,6,4,8.36,9,3,0,9,3,2,21.95,1.01,65.16,3,5,True,53.83,1.91,7.18,33.9,18.33,high,high,high,0.041,41,41,15,13,61.66,53.7,1,0,0,6,6,0,5,5,0,3,3,1.31,2,9.19,1.17,62.93,26.44,54.6,37.51,4,1,3,5
