loc,sloc,comment_lines,blank_lines,file
21,4,15,2,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterDatabaseItem.java
98,65,15,18,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterDatabaseStatement.java
113,78,15,20,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterFunctionStatement.java
169,122,15,32,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterIndexStatement.java
183,130,16,37,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterMaterializedViewStatement.java
92,61,15,16,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterOutlineStatement.java
106,71,15,20,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterProcedureStatement.java
232,183,0,49,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterSequenceStatement.java
22,6,15,1,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterStatement.java
40,20,15,5,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterSystemGetConfigStatement.java
44,22,15,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterSystemSetConfigStatement.java
56,33,15,8,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAddClusteringKey.java
112,75,16,21,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAddColumn.java
76,48,15,13,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAddConstraint.java
38,28,4,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAddExtPartition.java
226,167,15,44,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAddIndex.java
82,55,15,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAddPartition.java
46,24,15,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAddSupplemental.java
127,90,15,22,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAlterColumn.java
226,167,15,44,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAlterIndex.java
46,25,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAnalyzePartition.java
38,18,15,5,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableArchive.java
45,24,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableArchivePartition.java
50,27,15,8,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAttachPartition.java
47,25,15,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableBlockSize.java
49,27,15,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableChangeOwner.java
46,25,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableCheckPartition.java
43,23,15,5,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableCoalescePartition.java
47,25,15,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableCompression.java
60,36,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableConvertCharSet.java
44,23,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDeleteByCondition.java
59,34,15,10,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDetachPartition.java
41,20,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDisableConstraint.java
28,10,15,3,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDisableKeys.java
38,18,15,5,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDisableLifecycle.java
59,34,15,10,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDiscardPartition.java
69,41,15,13,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDropCheck.java
41,20,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDropClusteringKey.java
78,48,15,15,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDropColumnItem.java
69,41,15,13,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDropConstraint.java
38,28,4,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDropExtPartition.java
41,20,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDropForeignKey.java
41,20,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDropIndex.java
41,20,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDropKey.java
64,39,15,10,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDropPartition.java
28,10,15,3,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDropPrimaryKey.java
56,32,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableDropSubpartition.java
41,20,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableEnableConstraint.java
28,10,15,3,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableEnableKeys.java
38,18,15,5,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableEnableLifecycle.java
76,49,15,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableExchangePartition.java
61,35,15,11,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableGroupStatement.java
56,32,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableImportPartition.java
21,4,15,2,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableItem.java
76,49,15,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableMergePartition.java
44,22,15,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableModifyClusteredBy.java
46,25,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableOptimizePartition.java
31,18,8,5,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTablePartition.java
47,25,15,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTablePartitionCount.java
47,25,15,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTablePartitionLifecycle.java
51,35,8,8,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTablePartitionSetProperties.java
46,25,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableRebuildPartition.java
46,25,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableRecoverPartitions.java
70,42,15,13,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableRename.java
60,36,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableRenameColumn.java
59,36,15,8,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableRenameConstraint.java
63,39,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableRenameIndex.java
54,30,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableRenamePartition.java
53,30,15,8,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableReOrganizePartition.java
46,25,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableRepairPartition.java
76,46,16,14,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableReplaceColumn.java
44,23,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetComment.java
28,23,0,5,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetFileFormat.java
44,23,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetLifecycle.java
44,23,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetLocation.java
60,36,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetOption.java
44,23,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetSchema.java
57,34,15,8,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetSerde.java
60,36,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetSerdeProperties.java
44,23,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetTableSpace.java
319,235,18,66,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableStatement.java
44,23,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSubpartitionAvailablePartitionNum.java
56,32,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSubpartitionLifecycle.java
37,16,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableTouch.java
57,36,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableTruncatePartition.java
45,24,15,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableUnarchivePartition.java
40,20,15,5,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableValidateConstraint.java
88,57,15,16,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTypeStatement.java
70,45,15,10,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterViewRenameStatement.java
296,224,16,56,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterViewStatement.java
183,132,15,36,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAnalyzeTableStatement.java
74,47,15,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLArchiveTableStatement.java
122,89,15,18,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAssignItem.java
61,36,15,10,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLBackupStatement.java
77,46,20,11,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLBeginStatement.java
179,130,15,34,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLBlockStatement.java
69,43,15,11,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLBuildTableStatement.java
90,58,15,17,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCallStatement.java
49,27,15,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCancelJobStatement.java
155,107,15,33,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCharacterDataType.java
101,69,15,17,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCheck.java
116,76,15,25,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCloneTableStatement.java
64,34,21,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCloseStatement.java
92,61,15,16,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnCheck.java
20,4,15,1,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnConstraint.java
58,46,0,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnDefault.java
891,689,19,183,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnDefinition.java
48,25,15,8,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnPrimaryKey.java
113,74,15,24,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnReference.java
38,19,15,4,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnUniqueKey.java
87,59,15,13,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCommentStatement.java
143,97,21,25,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCommitStatement.java
11,9,0,2,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCommitTransactionStatement.java
35,13,15,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLConstraint.java
144,102,15,27,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLConstraintImpl.java
12,10,0,2,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLContinueStatement.java
87,72,0,15,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCopyFromStatement.java
29,23,0,6,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCostStatement.java
276,208,16,52,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateDatabaseStatement.java
318,237,20,61,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateFunctionStatement.java
334,253,16,65,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateIndexStatement.java
497,375,20,102,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateMaterializedViewStatement.java
69,57,0,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateOutlineStatement.java
212,151,17,44,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateProcedureStatement.java
75,48,15,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateRoleStatement.java
265,196,19,50,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateSequenceStatement.java
24,7,15,2,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateStatement.java
112,80,15,17,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateTableGroupStatement.java
1747,1405,32,310,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateTableStatement.java
229,167,15,47,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateTriggerStatement.java
85,56,16,13,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateUserStatement.java
444,338,18,88,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateViewStatement.java
42,24,15,3,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDDLStatement.java
56,32,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDeclareStatement.java
115,80,15,20,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDefault.java
313,241,15,57,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDeleteStatement.java
114,76,16,22,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDescribeStatement.java
89,59,15,15,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropCatalogStatement.java
194,142,16,36,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropDatabaseStatement.java
74,47,15,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropEventStatement.java
94,62,15,17,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropFunctionStatement.java
136,97,15,24,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropIndexStatement.java
79,52,15,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropLogFileGroupStatement.java
74,47,15,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropMaterializedViewStatement.java
90,58,15,17,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropOfflineModelStatement.java
74,47,15,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropOutlineStatement.java
65,40,15,10,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropProcedureStatement.java
75,48,15,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropResourceGroupStatement.java
74,47,15,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropResourceStatement.java
82,53,15,14,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropRoleStatement.java
96,64,15,17,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropSequenceStatement.java
80,52,15,13,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropServerStatement.java
24,7,15,2,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropStatement.java
109,74,15,20,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropSynonymStatement.java
94,62,15,17,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTableGroupStatement.java
100,68,15,17,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTableSpaceStatement.java
254,196,15,43,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTableStatement.java
83,53,15,15,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTriggerStatement.java
85,56,15,14,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTypeStatement.java
96,63,15,18,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropUserStatement.java
117,80,15,22,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropViewStatement.java
68,53,0,15,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDumpStatement.java
76,50,15,11,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLErrorLoggingClause.java
81,66,1,14,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExceptionStatement.java
58,47,0,11,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExecuteImmediateStatement.java
60,36,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExplainAnalyzeStatement.java
137,97,15,25,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExplainStatement.java
33,26,0,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExportDatabaseStatement.java
67,55,0,12,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExportTableStatement.java
60,36,15,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExprHint.java
73,48,15,10,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExprStatement.java
553,445,15,93,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExprTableSource.java
205,165,0,40,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExternalRecordFormat.java
85,56,15,14,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLFetchStatement.java
32,10,15,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLForeignKeyConstraint.java
195,142,15,38,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLForeignKeyImpl.java
63,49,0,14,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLForStatement.java
73,64,0,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLGeneratedTableSource.java
43,34,0,9,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLGetDiagnosticsStatement.java
145,101,16,28,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLGrantStatement.java
217,165,15,37,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLIfStatement.java
34,27,0,7,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLImportDatabaseStatement.java
97,78,1,18,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLImportTableStatement.java
227,170,15,42,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLInsertInto.java
213,161,15,37,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLInsertStatement.java
788,629,18,141,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLJoinTableSource.java
164,117,15,32,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLateralViewTableSource.java
12,10,0,2,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLeaveStatement.java
6,4,0,2,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLockTableStatement.java
91,59,15,17,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLoopStatement.java
351,278,15,58,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLMergeStatement.java
